Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,purchase information.Purchase_Category,purchase information.Purchase_Amount,purchase information.Frequency_of_Purchase,purchase information.Purchase_Channel,purchase information.Product_Rating,purchase information.Product_Rating word,purchase information.Return_Rate,purchase information.Return_Rate word,purchase information.Payment_Method,purchase information.Shipping_Preference,purchase information.Discount_Used,purchase information.Time_of_Purchase,purchasing behavior.Brand_Loyalty,purchasing behavior.Time_Spent_on_Product_Research(hours),purchasing behavior.Social_Media_Influence,purchasing behavior.Discount_Sensitivity,purchasing behavior.Engagement_with_Ads,purchasing behavior.Device_Used_for_Shopping,purchasing behavior.Time_to_Decision,Evaluation and satisfaction.Customer_Loyalty_Program_Member,Evaluation and satisfaction.Purchase_Intent,Evaluation and satisfaction.Customer_Satisfaction,Evaluation and satisfaction.Customer_Satisfaction word
51-431-7150,41,Female,Middle,Widowed,Bachelor's,Middle,Shiqiao,Groceries,361.27,4,Online,3,Medium,0,No Return,Credit Card,Standard,TRUE,15/09/2024,3,1,None,Not Sensitive,High,Tablet,2,FALSE,Need-based,5,Neutral 
23-039-9347,41,Female,Middle,Divorced,High School,High,Yatsuomachi-higashikumisaka,Furniture,195.83,10,Mixed,2,Low,1,Low Return,Debit Card,No Preference,TRUE,25/01/2024,1,2,None,Not Sensitive,High,Desktop,13,FALSE,Need-based,7,Satisfied 
18-832-6916,32,Male,High,Married,Bachelor's,High,Czarna Dąbrówka,Sports & Outdoors,340.31,10,Online,1,Low,0,No Return,Other,No Preference,FALSE,18/09/2024,5,1,Low,Somewhat Sensitive,Low,Desktop,14,TRUE,Impulsive,5,Neutral 
29-438-8126,36,Male,Middle,Single,High School,High,Pasirmadang,Animal Feed,489.67,5,Mixed,5,High,1,Low Return,Debit Card,Standard,FALSE,21/12/2024,5,1,None,Very Sensitive,Medium,Tablet,11,FALSE,Wants-based,5,Neutral 
68-201-1633,33,Male,Middle,Married,Bachelor's,High,Maño,Mobile Accessories,482.5,11,Mixed,1,Low,2,High Return,Cash,No Preference,TRUE,28/09/2024,1,1,None,Very Sensitive,None,Smartphone,13,TRUE,Need-based,1,Very Dissatisfied 
07-314-2945,25,Female,Middle,Married,Master's,Middle,Tiwi,Jewelry & Accessories,433.14,10,Store,1,Low,2,High Return,Debit Card,No Preference,FALSE,09/07/2024,3,2,Medium,Not Sensitive,High,Tablet,5,FALSE,Impulsive,3,Dissatisfied 
64-490-6975,46,Female,Middle,Married,Bachelor's,Middle,Ahar,Jewelry & Accessories,375.7,6,Online,1,Low,2,High Return,Other,No Preference,TRUE,27/09/2024,3,2,Low,Very Sensitive,Medium,Tablet,10,FALSE,Wants-based,10,Extremely Satisfied 
91-789-3191,41,Male,High,Single,High School,Middle,Dake,Travel & Leisure Flights,381.3,12,Online,1,Low,0,No Return,Credit Card,Express,FALSE,09/01/2024,2,1,High,Very Sensitive,Low,Desktop,7,FALSE,Planned,4,Somewhat Dissatisfied 
83-714-9649,28,Male,Middle,Widowed,Bachelor's,Middle,Harstad,Electronics,210.21,4,Mixed,1,Low,0,No Return,PayPal,No Preference,FALSE,05/07/2024,4,2,High,Very Sensitive,High,Desktop,14,TRUE,Need-based,10,Extremely Satisfied 
33-203-4230,23,Male,High,Divorced,Master's,Middle,Perbaungan,Health Supplements,408.81,8,Mixed,4,Medium,1,Low Return,Debit Card,Express,FALSE,16/07/2024,5,2,Low,Very Sensitive,Medium,Desktop,12,TRUE,Wants-based,3,Dissatisfied 
90-918-2833,48,Female,High,Widowed,High School,High,Soroti,Jewelry & Accessories,118.65,10,Mixed,3,Medium,0,No Return,Credit Card,Standard,TRUE,09/01/2024,1,0,Low,Very Sensitive,Low,Smartphone,13,TRUE,Impulsive,2,Very Dissatisfied 
53-409-1176,26,Male,High,Single,Master's,High,Caruaru,Software & Apps,166.45,7,Mixed,2,Low,2,High Return,Cash,Express,TRUE,13/08/2024,5,2,Low,Very Sensitive,High,Smartphone,12,FALSE,Planned,1,Very Dissatisfied 
52-491-3386,39,Female,High,Married,Master's,Middle,Kamiennik,Travel & Leisure Flights,385.32,10,Online,1,Low,0,No Return,PayPal,Standard,TRUE,05/09/2024,1,1,Low,Very Sensitive,Medium,Smartphone,9,TRUE,Impulsive,1,Very Dissatisfied 
41-816-7753,22,Male,Middle,Divorced,High School,High,Götene,Toys & Games,161.41,9,Mixed,4,Medium,1,Low Return,PayPal,Standard,TRUE,07/04/2024,1,0,Low,Very Sensitive,High,Desktop,3,FALSE,Impulsive,8,Satisfied 
68-296-5978,36,Male,High,Married,High School,Middle,Kadumelati,Groceries,130.92,2,Online,2,Low,2,High Return,Cash,No Preference,TRUE,18/12/2024,1,1,High,Very Sensitive,None,Tablet,9,TRUE,Impulsive,2,Very Dissatisfied 
03-874-9055,29,Female,Middle,Married,Bachelor's,High,Amparo,Toys & Games,468.6,4,Mixed,4,Medium,0,No Return,PayPal,No Preference,FALSE,14/06/2024,3,2,Medium,Somewhat Sensitive,None,Desktop,2,TRUE,Need-based,6,Somewhat Satisfied 
28-123-8406,33,Male,High,Married,Bachelor's,High,Shimen,Toys & Games,237.57,5,Online,3,Medium,0,No Return,Cash,No Preference,TRUE,25/04/2024,3,0,Medium,Somewhat Sensitive,Medium,Smartphone,11,TRUE,Need-based,3,Dissatisfied 
01-089-2223,35,Female,High,Married,Master's,Middle,Philadelphia,Furniture,395.18,5,Store,2,Low,0,No Return,Other,Standard,TRUE,20/07/2024,2,1,None,Not Sensitive,High,Smartphone,6,TRUE,Need-based,5,Neutral 
34-788-8387,38,Female,Middle,Single,High School,Middle,Qingqu,Hotels,81.23,9,Mixed,5,High,1,Low Return,Cash,Standard,FALSE,26/03/2024,2,2,High,Not Sensitive,Medium,Tablet,6,TRUE,Wants-based,10,Extremely Satisfied 
53-865-9342,27,Male,High,Single,Bachelor's,High,Poste de Flacq,Hotels,257.43,5,Online,2,Low,1,Low Return,Other,Standard,TRUE,14/04/2024,4,0,Low,Somewhat Sensitive,Low,Desktop,13,TRUE,Need-based,7,Satisfied 
79-052-8470,35,Male,Middle,Widowed,High School,High,Ţawr al Bāḩah,Arts & Crafts,305.73,7,Mixed,5,High,2,High Return,Cash,Express,TRUE,14/12/2024,2,1,Medium,Not Sensitive,Medium,Tablet,14,FALSE,Planned,8,Satisfied 
86-359-7320,43,Male,Middle,Widowed,Master's,Middle,Phu Loc,Toys & Games,249.82,10,Store,3,Medium,2,High Return,PayPal,No Preference,TRUE,12/08/2024,5,1,High,Not Sensitive,Medium,Tablet,10,FALSE,Wants-based,6,Somewhat Satisfied 
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Animal Feed,332.79,11,Online,5,High,2,High Return,PayPal,No Preference,FALSE,29/08/2024,3,2,None,Not Sensitive,High,Tablet,4,FALSE,Wants-based,1,Very Dissatisfied 
96-496-9833,30,Male,High,Single,High School,High,Lañgub,Arts & Crafts,78.9,3,Store,1,Low,0,No Return,Debit Card,Standard,FALSE,07/09/2024,4,1,Low,Not Sensitive,Medium,Tablet,10,TRUE,Planned,1,Very Dissatisfied 
27-672-6081,35,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Health Care,122.55,9,Mixed,4,Medium,2,High Return,Credit Card,Express,FALSE,28/06/2024,2,0.3,Low,Not Sensitive,Medium,Desktop,4,FALSE,Impulsive,3,Dissatisfied 
99-643-9845,28,Female,Middle,Married,High School,High,Banturkrajan,Software & Apps,152.33,2,Store,5,High,1,Low Return,Debit Card,No Preference,FALSE,19/01/2024,1,1,None,Not Sensitive,High,Smartphone,8,TRUE,Impulsive,6,Somewhat Satisfied 
27-571-9402,44,Female,Middle,Married,Master's,Middle,São Torcato,Mobile Accessories,465.07,8,Online,4,Medium,1,Low Return,Cash,No Preference,FALSE,02/03/2024,2,0,Medium,Not Sensitive,High,Desktop,8,FALSE,Wants-based,2,Very Dissatisfied 
10-430-5821,25,Female,High,Divorced,Master's,Middle,Kapan,Sports & Outdoors,498.23,10,Online,2,Low,0,No Return,Other,No Preference,TRUE,08/01/2024,5,0,None,Very Sensitive,Medium,Smartphone,9,FALSE,Planned,7,Satisfied 
36-835-7445,45,Female,Middle,Married,Bachelor's,High,Văn Giang,Luxury Goods,491.18,3,Mixed,4,Medium,0,No Return,Cash,No Preference,FALSE,27/08/2024,4,1,High,Very Sensitive,None,Smartphone,14,FALSE,Impulsive,6,Somewhat Satisfied 
41-602-4042,47,Male,High,Single,High School,Middle,Oslo,Health Care,149.42,3,Mixed,1,Low,0,No Return,Cash,Express,TRUE,03/01/2024,1,2,Medium,Very Sensitive,None,Desktop,5,FALSE,Wants-based,6,Somewhat Satisfied 
63-743-6962,39,Male,Middle,Single,High School,Middle,Tanushimarumachi-toyoki,Furniture,82.13,9,Online,1,Low,2,High Return,Debit Card,Express,TRUE,09/04/2024,5,0,Medium,Somewhat Sensitive,High,Tablet,6,TRUE,Need-based,6,Somewhat Satisfied 
66-772-9922,32,Male,High,Divorced,High School,Middle,Kazo,Sports & Outdoors,425.18,4,Mixed,1,Low,1,Low Return,PayPal,Standard,TRUE,19/03/2024,2,0,Medium,Very Sensitive,Medium,Tablet,10,FALSE,Wants-based,8,Satisfied 
23-246-5927,47,Male,Middle,Widowed,Bachelor's,High,Rawa Mazowiecka,Arts & Crafts,176.12,8,Online,3,Medium,1,Low Return,Credit Card,Standard,TRUE,15/06/2024,2,1.2,Medium,Somewhat Sensitive,Low,Desktop,14,TRUE,Impulsive,10,Extremely Satisfied 
74-022-7557,19,Female,High,Married,Bachelor's,Middle,Wŏnsan,Jewelry & Accessories,70.3,6,Online,5,High,1,Low Return,Cash,Standard,TRUE,03/03/2024,3,0,None,Very Sensitive,Medium,Desktop,3,TRUE,Need-based,8,Satisfied 
78-214-5658,48,Male,Middle,Single,High School,High,Villavicencio,Luxury Goods,319.39,7,Mixed,5,High,1,Low Return,Credit Card,Standard,FALSE,17/11/2024,4,0,None,Very Sensitive,High,Desktop,3,TRUE,Planned,10,Extremely Satisfied 
25-286-8786,27,Female,High,Single,Master's,High,Berlin,Home Appliances,113.51,11,Mixed,1,Low,2,High Return,Credit Card,Express,TRUE,14/02/2024,4,1,High,Not Sensitive,Low,Desktop,8,TRUE,Planned,2,Very Dissatisfied 
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Animal Feed,492.74,2,Mixed,5,High,1,Low Return,Other,Express,TRUE,29/02/2024,1,2,Low,Very Sensitive,High,Tablet,13,FALSE,Need-based,3,Dissatisfied 
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Furniture,143.8,9,Store,2,Low,0,No Return,Debit Card,No Preference,TRUE,22/02/2024,2,2,Low,Somewhat Sensitive,None,Tablet,11,FALSE,Wants-based,7,Satisfied 
16-583-2801,32,Female,Middle,Widowed,Master's,Middle,Anchorage,Furniture,213.39,6,Online,4,Medium,2,High Return,Cash,Standard,FALSE,27/10/2024,3,2,Medium,Not Sensitive,Medium,Desktop,4,TRUE,Planned,5,Neutral 
83-752-5439,28,Male,Middle,Married,Master's,High,Mulhouse,Health Supplements,127.18,2,Store,5,High,0,No Return,Debit Card,Standard,FALSE,21/12/2024,5,1,Medium,Somewhat Sensitive,Medium,Desktop,4,FALSE,Planned,2,Very Dissatisfied 
25-485-2023,26,Male,Middle,Divorced,Master's,Middle,Tangkilsari,Luxury Goods,476.63,9,Store,5,High,2,High Return,Debit Card,No Preference,TRUE,19/11/2024,3,2,Medium,Not Sensitive,None,Desktop,1,FALSE,Impulsive,2,Very Dissatisfied 
90-822-7664,38,Female,Middle,Married,Master's,Middle,San Carlos,Animal Feed,56.02,3,Online,3,Medium,1,Low Return,PayPal,Standard,FALSE,13/09/2024,5,1,None,Very Sensitive,High,Desktop,12,TRUE,Need-based,6,Somewhat Satisfied 
22-039-6819,28,Female,Middle,Divorced,High School,Middle,Queluz,Electronics,398.97,3,Online,3,Medium,2,High Return,Debit Card,No Preference,FALSE,26/09/2024,2,1,High,Not Sensitive,High,Tablet,9,FALSE,Impulsive,3,Dissatisfied 
99-771-9310,37,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Groceries,53.45,6,Mixed,3,Medium,1,Low Return,Debit Card,Standard,FALSE,14/07/2024,2,1,High,Somewhat Sensitive,High,Tablet,11,FALSE,Need-based,9,Very Satisfied 
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Luxury Goods,471.31,4,Mixed,5,High,0,No Return,Other,Express,FALSE,17/12/2024,1,2,High,Very Sensitive,None,Smartphone,7,TRUE,Impulsive,8,Satisfied 
81-926-9297,22,Female,Middle,Widowed,Master's,High,Gävle,Health Care,179.19,10,Store,1,Low,2,High Return,PayPal,Express,FALSE,21/03/2024,3,1,Low,Not Sensitive,None,Tablet,12,FALSE,Impulsive,7,Satisfied 
53-070-2625,46,Female,High,Married,Master's,Middle,Embu Guaçu,Food & Beverages,294.61,6,Store,1,Low,0,No Return,PayPal,Express,FALSE,03/10/2024,2,0,None,Very Sensitive,None,Desktop,4,TRUE,Wants-based,2,Very Dissatisfied 
01-404-3425,38,Male,High,Single,Master's,High,Talshand,Electronics,83.5,12,Store,4,Medium,2,High Return,Cash,Standard,TRUE,25/01/2024,2,0,None,Not Sensitive,Low,Smartphone,10,TRUE,Need-based,7,Satisfied 
68-971-6148,45,Male,High,Single,Master's,Middle,Palampal,Home Appliances,109.88,7,Online,4,Medium,1,Low Return,Credit Card,Standard,FALSE,05/01/2024,4,1,Low,Very Sensitive,Medium,Smartphone,11,TRUE,Impulsive,3,Dissatisfied 
22-053-4627,30,Female,High,Married,High School,High,Kamárai,Office Supplies,182.54,11,Mixed,5,High,1,Low Return,Cash,Standard,FALSE,21/08/2024,5,1,Medium,Somewhat Sensitive,High,Tablet,13,FALSE,Need-based,1,Very Dissatisfied 
09-258-0424,45,Female,Middle,Married,High School,Middle,Ettelbruck,Furniture,465.48,3,Mixed,3,Medium,1,Low Return,Cash,No Preference,FALSE,21/06/2024,3,2,Medium,Very Sensitive,Medium,Tablet,1,FALSE,Wants-based,8,Satisfied 
56-782-9001,18,Female,High,Married,Bachelor's,High,Cawayan,Health Care,224.52,8,Mixed,3,Medium,1,Low Return,Credit Card,Express,TRUE,29/11/2024,3,2,Low,Not Sensitive,High,Desktop,1,FALSE,Impulsive,5,Neutral 
05-506-7216,36,Male,High,Single,Bachelor's,Middle,Don Carlos,Beauty & Personal Care,281.37,12,Online,3,Medium,0,No Return,Debit Card,Express,FALSE,02/01/2024,2,2,Low,Very Sensitive,Low,Smartphone,14,TRUE,Impulsive,2,Very Dissatisfied 
47-356-9730,25,Female,High,Single,High School,High,Seleuš,Office Supplies,125.68,2,Online,4,Medium,1,Low Return,Debit Card,Express,TRUE,21/06/2024,1,1,None,Not Sensitive,Medium,Smartphone,9,FALSE,Need-based,8,Satisfied 
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Beauty & Personal Care,178.21,7,Store,5,High,2,High Return,PayPal,No Preference,FALSE,24/05/2024,1,2,Low,Somewhat Sensitive,None,Desktop,9,FALSE,Planned,8,Satisfied 
17-364-8685,26,Male,High,Single,Master's,High,Ebebiyin,Health Care,483.23,7,Online,4,Medium,0,No Return,PayPal,Express,TRUE,19/12/2024,2,2,Medium,Somewhat Sensitive,High,Smartphone,9,FALSE,Impulsive,5,Neutral 
13-618-9438,40,Male,High,Divorced,Bachelor's,High,Chuquitira,Home Appliances,415.3,11,Store,2,Low,1,Low Return,PayPal,Standard,FALSE,25/09/2024,4,1,Low,Very Sensitive,None,Tablet,2,TRUE,Impulsive,9,Very Satisfied 
32-457-2982,47,Male,High,Divorced,High School,Middle,Proletarsk,Electronics,85.52,7,Mixed,5,High,1,Low Return,Other,No Preference,FALSE,31/10/2024,1,0,Medium,Somewhat Sensitive,Low,Smartphone,7,TRUE,Planned,3,Dissatisfied 
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Packages,422.31,2,Store,4,Medium,0,No Return,Other,No Preference,TRUE,09/08/2024,3,1,Medium,Very Sensitive,None,Smartphone,3,TRUE,Impulsive,6,Somewhat Satisfied 
84-162-8799,43,Female,Middle,Widowed,High School,High,Khilok,Toys & Games,437.4,6,Mixed,4,Medium,2,High Return,Credit Card,Express,FALSE,16/06/2024,1,1,High,Somewhat Sensitive,Low,Tablet,1,FALSE,Planned,5,Neutral 
51-546-9992,33,Male,High,Widowed,Master's,Middle,Cimara,Jewelry & Accessories,207.11,4,Mixed,4,Medium,0,No Return,Other,No Preference,TRUE,28/03/2024,1,2,High,Not Sensitive,Low,Tablet,2,FALSE,Need-based,1,Very Dissatisfied 
89-189-3295,23,Female,Middle,Single,Master's,Middle,Vereshchagino,Animal Feed,378.87,2,Online,2,Low,2,High Return,Debit Card,No Preference,TRUE,16/06/2024,5,2,None,Very Sensitive,Medium,Desktop,9,FALSE,Planned,2,Very Dissatisfied 
45-776-7217,37,Female,Middle,Divorced,Bachelor's,High,Binagadi,Baby Products,349,10,Mixed,5,High,1,Low Return,PayPal,No Preference,FALSE,15/01/2024,3,1,Low,Not Sensitive,Low,Desktop,10,TRUE,Planned,5,Neutral 
71-354-5174,34,Male,High,Single,Master's,High,Tsuen Wan,Hotels,330.27,3,Store,2,Low,1,Low Return,Other,No Preference,TRUE,10/02/2024,3,1,High,Not Sensitive,High,Smartphone,9,FALSE,Impulsive,9,Very Satisfied 
05-975-6985,27,Male,High,Divorced,Master's,Middle,Banjar Batanpoh,Health Supplements,410.29,10,Online,4,Medium,2,High Return,Credit Card,Express,TRUE,02/09/2024,2,1,Low,Not Sensitive,High,Smartphone,1,FALSE,Planned,4,Somewhat Dissatisfied 
42-859-2475,40,Female,Middle,Widowed,Master's,High,Yenakiyeve,Hotels,400.86,7,Online,3,Medium,1,Low Return,Credit Card,No Preference,TRUE,12/09/2024,3,1,High,Very Sensitive,Low,Smartphone,5,FALSE,Planned,7,Satisfied 
34-094-1923,40,Female,Middle,Widowed,Master's,Middle,San Ramon,Beauty & Personal Care,225.12,11,Store,2,Low,0,No Return,Cash,Express,TRUE,31/08/2024,3,1,Medium,Somewhat Sensitive,None,Desktop,6,FALSE,Planned,1,Very Dissatisfied 
57-797-8139,43,Female,High,Widowed,Bachelor's,High,Sakété,Beauty & Personal Care,273.48,12,Online,3,Medium,0,No Return,Other,Express,TRUE,22/01/2024,5,2,Low,Very Sensitive,Medium,Smartphone,5,FALSE,Wants-based,5,Neutral 
06-237-7338,27,Female,Middle,Married,Bachelor's,Middle,Dhahab,Packages,302.6,9,Online,4,Medium,2,High Return,Debit Card,Standard,FALSE,23/07/2024,1,2,Medium,Very Sensitive,None,Desktop,2,TRUE,Impulsive,10,Extremely Satisfied 
71-817-5422,19,Male,High,Single,High School,High,Vetluga,Animal Feed,317.09,6,Online,1,Low,2,High Return,Other,Standard,TRUE,11/04/2024,1,1,High,Not Sensitive,High,Desktop,4,FALSE,Impulsive,2,Very Dissatisfied 
68-512-0568,40,Female,High,Married,Master's,Middle,Wolfsberg,Beauty & Personal Care,193.32,9,Mixed,3,Medium,0,No Return,PayPal,Express,FALSE,11/07/2024,4,0,None,Very Sensitive,High,Tablet,6,TRUE,Wants-based,8,Satisfied 
18-633-9387,27,Male,Middle,Married,Bachelor's,High,San Bautista,Software & Apps,282.24,6,Online,3,Medium,1,Low Return,Credit Card,No Preference,TRUE,16/09/2024,2,2,None,Not Sensitive,Medium,Desktop,1,TRUE,Need-based,7,Satisfied 
08-977-4418,29,Female,Middle,Married,Master's,High,Reuleuet,Hotels,154.19,6,Online,4,Medium,2,High Return,PayPal,No Preference,TRUE,22/09/2024,5,1,Medium,Very Sensitive,None,Tablet,1,TRUE,Need-based,1,Very Dissatisfied 
15-421-1255,24,Female,High,Single,High School,Middle,Nanqiao,Furniture,84.15,10,Store,3,Medium,2,High Return,PayPal,Standard,TRUE,03/11/2024,1,1,High,Not Sensitive,High,Desktop,1,TRUE,Impulsive,1,Very Dissatisfied 
92-142-4328,45,Male,Middle,Married,Master's,Middle,San Carlos,Health Supplements,214.69,7,Store,4,Medium,1,Low Return,Credit Card,Standard,TRUE,15/05/2024,4,0,Medium,Not Sensitive,None,Tablet,9,TRUE,Wants-based,7,Satisfied 
06-357-6548,39,Male,Middle,Divorced,High School,Middle,Ishikawa,Animal Feed,61.21,12,Mixed,5,High,0,No Return,Credit Card,Standard,TRUE,24/11/2024,5,0,None,Not Sensitive,Low,Smartphone,13,FALSE,Planned,5,Neutral 
59-261-4453,40,Female,High,Widowed,High School,High,Oguma,Packages,462.48,11,Online,3,Medium,2,High Return,Debit Card,Express,FALSE,31/03/2024,1,0,Medium,Very Sensitive,Low,Smartphone,12,FALSE,Planned,2,Very Dissatisfied 
35-644-3184,21,Male,High,Single,Master's,Middle,Těšany,Software & Apps,449.18,3,Mixed,3,Medium,0,No Return,Credit Card,Standard,TRUE,21/03/2024,5,2,Medium,Somewhat Sensitive,High,Tablet,10,TRUE,Wants-based,8,Satisfied 
30-528-9105,42,Female,Middle,Married,Master's,High,Aksha,Mobile Accessories,314.36,7,Store,5,High,1,Low Return,Cash,Express,TRUE,03/07/2024,3,2,Medium,Very Sensitive,None,Desktop,1,FALSE,Impulsive,4,Somewhat Dissatisfied 
14-709-8547,44,Female,Middle,Divorced,Bachelor's,High,Lahan Sai,Jewelry & Accessories,367.7,3,Mixed,5,High,2,High Return,Credit Card,No Preference,TRUE,17/03/2024,3,2,None,Somewhat Sensitive,High,Desktop,3,TRUE,Need-based,3,Dissatisfied 
80-508-9866,46,Female,Middle,Married,Master's,High,Estância,Sports & Outdoors,229.97,7,Mixed,4,Medium,2,High Return,Other,Standard,FALSE,21/11/2024,3,0,None,Very Sensitive,None,Desktop,6,TRUE,Need-based,9,Very Satisfied 
27-100-0661,29,Female,High,Divorced,Master's,High,Las Lomas,Home Appliances,226.53,3,Online,1,Low,1,Low Return,PayPal,No Preference,TRUE,02/08/2024,3,1,High,Not Sensitive,Medium,Desktop,13,FALSE,Wants-based,10,Extremely Satisfied 
68-488-7343,19,Male,Middle,Married,High School,High,Xiamayu,Software & Apps,218.32,2,Mixed,3,Medium,2,High Return,PayPal,Express,FALSE,24/09/2024,5,0,High,Not Sensitive,Low,Desktop,3,FALSE,Need-based,7,Satisfied 
63-304-1852,21,Female,High,Widowed,Master's,High,Iñapari,Furniture,132.67,7,Store,5,High,2,High Return,Other,Express,TRUE,18/12/2024,2,1,Low,Very Sensitive,Low,Smartphone,1,FALSE,Impulsive,3,Dissatisfied 
53-843-5619,38,Male,High,Single,High School,High,Orsay,Arts & Crafts,416.96,7,Store,1,Low,0,No Return,Other,Express,FALSE,25/05/2024,5,1,High,Not Sensitive,High,Tablet,7,FALSE,Planned,1,Very Dissatisfied 
45-631-4619,49,Female,High,Divorced,Master's,High,Bayḩān,Arts & Crafts,459.51,7,Store,2,Low,0,No Return,Debit Card,No Preference,TRUE,05/01/2024,1,2,High,Not Sensitive,Medium,Tablet,11,FALSE,Need-based,5,Neutral 
20-421-2544,24,Male,High,Married,High School,High,Kyŏngsŏng,Sports & Outdoors,487.96,2,Mixed,3,Medium,0,No Return,PayPal,No Preference,TRUE,15/03/2024,5,2,Low,Very Sensitive,None,Desktop,12,TRUE,Need-based,2,Very Dissatisfied 
37-100-8709,27,Male,High,Divorced,Master's,Middle,Turinsk,Toys & Games,150.11,7,Mixed,4,Medium,0,No Return,Credit Card,Standard,TRUE,23/07/2024,4,1.5,Low,Very Sensitive,High,Smartphone,8,FALSE,Wants-based,3,Dissatisfied 
78-361-5100,44,Male,Middle,Married,Master's,High,As Sawdā,Hotels,218.87,5,Mixed,3,Medium,0,No Return,Cash,No Preference,TRUE,18/09/2024,4,0,Medium,Very Sensitive,Medium,Smartphone,11,FALSE,Planned,4,Somewhat Dissatisfied 
67-676-5945,28,Female,High,Married,Bachelor's,High,Legaspi,Mobile Accessories,437.06,7,Store,5,High,0,No Return,Cash,Express,FALSE,09/03/2024,3,2,Low,Very Sensitive,Low,Smartphone,11,FALSE,Impulsive,6,Somewhat Satisfied 
67-639-5838,23,Male,Middle,Married,High School,Middle,Shimorskoye,Beauty & Personal Care,122.58,2,Store,4,Medium,2,High Return,Other,Express,TRUE,29/01/2024,5,1.5,Low,Not Sensitive,None,Tablet,12,FALSE,Impulsive,5,Neutral 
51-415-1931,42,Male,High,Divorced,High School,High,Kościelec,Food & Beverages,195.07,8,Online,1,Low,0,No Return,Debit Card,No Preference,FALSE,22/07/2024,3,1,High,Somewhat Sensitive,None,Smartphone,10,FALSE,Impulsive,6,Somewhat Satisfied 
96-764-3843,20,Female,Middle,Widowed,Master's,High,Yongfu,Books,190.06,9,Store,1,Low,1,Low Return,Other,Standard,TRUE,03/02/2024,5,1,None,Somewhat Sensitive,Low,Smartphone,12,TRUE,Planned,2,Very Dissatisfied 
16-730-2056,49,Female,High,Divorced,Master's,Middle,Vinkkilä,Groceries,485.76,10,Store,4,Medium,0,No Return,Debit Card,No Preference,TRUE,03/06/2024,3,0,Medium,Somewhat Sensitive,High,Desktop,4,TRUE,Wants-based,4,Somewhat Dissatisfied 
22-157-2494,19,Female,High,Divorced,High School,High,Revolucion Verde,Books,242.57,7,Store,1,Low,0,No Return,PayPal,No Preference,TRUE,05/10/2024,1,1,Low,Not Sensitive,Low,Smartphone,1,FALSE,Wants-based,10,Extremely Satisfied 
29-341-6463,38,Male,Middle,Single,High School,High,Newton,Arts & Crafts,303.13,2,Online,1,Low,0,No Return,Debit Card,Standard,FALSE,04/01/2024,1,1,High,Not Sensitive,Medium,Desktop,10,TRUE,Need-based,7,Satisfied 
64-906-4475,43,Female,High,Married,High School,Middle,Nantang,Toys & Games,136.1,5,Store,5,High,0,No Return,Debit Card,Express,FALSE,27/02/2024,3,2,Low,Very Sensitive,High,Tablet,14,TRUE,Planned,2,Very Dissatisfied 
77-031-4898,21,Male,Middle,Widowed,Bachelor's,High,Tancheng,Office Supplies,466.74,7,Store,4,Medium,2,High Return,Debit Card,Express,TRUE,11/12/2024,3,0.2,Medium,Not Sensitive,High,Tablet,5,TRUE,Need-based,3,Dissatisfied 
64-090-3433,35,Female,Middle,Married,Master's,High,Bollène,Packages,450.52,8,Online,2,Low,0,No Return,PayPal,No Preference,TRUE,13/01/2024,2,0.2,High,Somewhat Sensitive,Low,Desktop,8,TRUE,Need-based,6,Somewhat Satisfied 
96-140-1936,30,Male,Middle,Married,Bachelor's,Middle,Baihe,Groceries,246.44,4,Mixed,1,Low,0,No Return,Debit Card,No Preference,FALSE,17/09/2024,3,1,Medium,Somewhat Sensitive,Medium,Smartphone,5,TRUE,Wants-based,3,Dissatisfied 
38-830-6976,31,Male,High,Widowed,Master's,Middle,Puqi,Home Appliances,93.52,2,Online,5,High,1,Low Return,PayPal,No Preference,FALSE,12/08/2024,1,1,None,Somewhat Sensitive,High,Desktop,12,TRUE,Planned,2,Very Dissatisfied 
79-711-6779,34,Female,High,Widowed,High School,High,Hoolt,Groceries,137.75,6,Online,3,Medium,0,No Return,Cash,No Preference,FALSE,09/09/2024,3,2,High,Very Sensitive,Medium,Smartphone,4,TRUE,Need-based,1,Very Dissatisfied 
22-860-9860,24,Female,High,Married,High School,High,Pasinan Barat,Home Appliances,78.64,5,Mixed,4,Medium,0,No Return,PayPal,Standard,TRUE,26/05/2024,3,2,High,Somewhat Sensitive,High,Tablet,12,FALSE,Planned,3,Dissatisfied 
72-590-6161,32,Male,Middle,Single,Master's,High,Saltpond,Software & Apps,214.82,9,Mixed,4,Medium,1,Low Return,Other,No Preference,TRUE,09/11/2024,5,0.3,None,Very Sensitive,Medium,Tablet,11,FALSE,Planned,9,Very Satisfied 
